## RECSRecommendations Upload File,,,,,,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.type,entity.custom2,entity.custom3,entity.custom4,entity.custom5,entity.custom6,entity.custom7,entity.custom8,entity.custom9,entity.custom10,...
tv27239t1,Setting up Channels,Experience Manager,Learn about creating and managing channels. It also explains channel dashboard and editing content for a channel.,/www/img/thumb/27239t1.jpg,,https://video.tv.adobe.com/v/27239t1,,,Video,,,,,,,,,,
tv27240t1,Creating an AEM Screens Component,Experience Manager,Learn how to create a component for an AEM Screens Project.,/www/img/thumb/27240t1.jpg,,https://video.tv.adobe.com/v/27240t1,,,Video,,,,,,,,,,
tv27246t1,Debugging AEM Screens,Experience Manager,Learn how to debug your AEM Screens project.,/www/img/thumb/27246t1.jpg,,https://video.tv.adobe.com/v/27246t1,,,Video,,,,,,,,,,
tv27243t1,Embedded Sequences,Experience Manager,Learn about embedded sequences for channels that allow the user to add components in the parent channel and also to re-use the content from a different channel and embed it into the parent channel.,/www/img/thumb/27243t1.jpg,,https://video.tv.adobe.com/v/27243t1,,,Video,,,,,,,,,,
tv27245t1,Emergency Channels,Experience Manager,Learn about creating and managing an emergency channel that the content author can switch from a sequence channel in case of a precondition.,/www/img/thumb/27245t1.jpg,,https://video.tv.adobe.com/v/27245t1,,,Video,,,,,,,,,,
tv27244t1,Dynamic Embedded Sequences,Experience Manager,Learn how to implement Dynamic Embedded Sequences in your AEM Screens project and further setting up ACLs.,/www/img/thumb/27244t1.jpg,,https://video.tv.adobe.com/v/27244t1,,,Video,,,,,,,,,,
tv27242t1,Asset level Scheduling,Experience Manager,Learn how to activate a specific asset in a channel for a scheduled time frame in the player's local timezone. ,/www/img/thumb/27242t1.jpg,,https://video.tv.adobe.com/v/27242t1,,,Video,,,,,,,,,,
tv27247t1,Troubleshooting Device Control Center,Experience Manager,Learn how to monitor and troubleshoot performance for your AEM Screens player activity and device using the Device dashboard.,/www/img/thumb/27247t1.jpg,,https://video.tv.adobe.com/v/27247t1,,,Video,,,,,,,,,,
tv27241t1,Application Development in AEM Screens,Experience Manager,Learn how to create an application channel for your AEM Screens Project.,/www/img/thumb/27241t1.jpg,,https://video.tv.adobe.com/v/27241t1,,,Video,,,,,,,,,,
hxexperiencemanager65screensusingdatatriggeredassetchange,Data Triggered Asset Change,Experience Manager,"Follow this use case example to learn how to achieve personalized content based on some precondition (for example, weather of your location).",/www/img/thumb/aem-screens-triggeredassetchange.png,,https://helpx.adobe.com/experience-manager/6-5/screens/using/data-triggered-asset-change.html,,,Reference,,,,,,,,,,
tv27253t1,Setting up a New Project,Experience Manager,Learn about creating and managing AEM Screens project.,/www/img/thumb/27253t1.jpg,,https://video.tv.adobe.com/v/27253t1,,,Video,,,,,,,,,,
hxexperiencemanager65screensusingscreensnotificationsservice,AEM Screens Notifications Service,Experience Manager,Follow this page to learn more about how you can monitor device activity.,/www/img/thumb/aem-screens-notificationservice.png,,https://helpx.adobe.com/experience-manager/6-5/screens/using/screens-notifications-service.html,,,Reference,,,,,,,,,,
hxexperiencemanager64formsusinggeneratedocumentofrecordfornonxfabasedadaptiveforms,Generate Document of Record for adaptive forms,Experience Manager,Explains how you can generate a template for a document of record (DoR) for adaptive forms.,/www/img/thumb/aem-forms-DOR.png,,https://helpx.adobe.com/experience-manager/6-4/forms/using/generate-document-of-record-for-non-xfa-based-adaptive-forms.html,,,Reference,,,,,,,,,,
hxexperiencemanager64formsusingviewunderstandaemformsanalyticsreports,View and understand AEM Forms analytics reports,Experience Manager,AEM Forms integrates with Adobe Analytics and provides you summary and detailed analytics about your published adaptive forms.,/www/img/thumb/aem-forms-analytics-reports.png,,https://helpx.adobe.com/experience-manager/6-4/forms/using/view-understand-aem-forms-analytics-reports.html,,,Reference,,,,,,,,,,
hxexperiencemanager64formsusingabtestingadaptiveforms,Create and manage A/B test for adaptive forms,Experience Manager,AEM Forms integrates with Adobe Target that allows running A/B tests for adaptive forms to enhance customer experience and improve conversion rates.,/www/img/thumb/aem-forms-ab-test-configure.png,,https://helpx.adobe.com/experience-manager/6-4/forms/using/ab-testing-adaptive-forms.html,,,Reference,,,,,,,,,,
hxexperiencemanager64formsusingconfiguredatasources,Configure data sources,Experience Manager,Learn how to configure different types of data sources and leverage to create form data models.,/www/img/thumb/aem-forms-data-integeration.png,,https://helpx.adobe.com/experience-manager/6-4/forms/using/configure-data-sources.html,,,Reference,,,,,,,,,,
hxcontenthelpenexperiencemanager64formsusingwatchedfolderinaemforms,Watched folder in AEM Forms,Experience Manager,"An administrator can put a folder on watch and start a workflow, service, or script operation when a file is placed in the folder being watched.",/www/img/thumb/aem-forms-watched-folder.png,,https://helpx.adobe.com/content/help/en/experience-manager/6-4/forms/using/watched-folder-in-aem-forms.html,,,Reference,,,,,,,,,,
hxexperiencemanager64formsusingconditionsinteractivecommunications,Conditions in Interactive Communications,Experience Manager,Creating and editing conditions to be used in Interactive Communications,/www/img/thumb/aem-forms-personalized-content.png,,https://helpx.adobe.com/experience-manager/6-4/forms/using/conditions-interactive-communications.html,,,Reference,,,,,,,,,,
hxexperiencemanagerusinginvoke_OutputService,Create a PDF document by invoking the AEM Forms Output Service ,Experience Manager,,/www/img/thumb/aem-forms-output-service.png,,https://helpx.adobe.com/experience-manager/using/invoke_OutputService.html,,,Reference,,,,,,,,,,
tv27273t1,Introducing Adaptive Forms,Experience Manager,Introduction to Adaptive Forms.,/www/img/thumb/27273t1.jpg,,https://video.tv.adobe.com/v/27273t1,,,Video,,,,,,,,,,
tv27279t1,How to Create a Custom Submit Action,Experience Manager,Learn how to create a custom submit action in this step-by-step video.,/www/img/thumb/27279t1.jpg,,https://video.tv.adobe.com/v/27279t1,,,Video,,,,,,,,,,
tv27280t1,How to prefill Adaptive Forms,Experience Manager,Learn how to prefill values in Adaptive Forms in this step-by-step video.,/www/img/thumb/27280t1.jpg,,https://video.tv.adobe.com/v/27280t1,,,Video,,,,,,,,,,
tv27282t1,Rule Editor Introduction part 2,Experience Manager,Learn how to use the 'set value of' action in the Rule Editor.,/www/img/thumb/27282t1.jpg,,https://video.tv.adobe.com/v/27282t1,,,Video,,,,,,,,,,
tv27277t1,How to Style an Adaptive Form,Experience Manager,Learn how to style an adaptive form in this step-by-step video.,/www/img/thumb/27277t1.jpg,,https://video.tv.adobe.com/v/27277t1,,,Video,,,,,,,,,,
tv27274t1,How to Create an Adaptive Form,Experience Manager,Learn how to create an Adaptive Form in this step-by-step video.,/www/img/thumb/27274t1.jpg,,https://video.tv.adobe.com/v/27274t1,,,Video,,,,,,,,,,
tv27281t1,Rule Editor Introduction part 1,Experience Manager,Learn about Rules and learn how to create your first rule with show/hide.,/www/img/thumb/27281t1.jpg,,https://video.tv.adobe.com/v/27281t1,,,Video,,,,,,,,,,
tv27275t1,How to Set a Submit Action,Experience Manager,Learn how to set a submit action for an adaptive form in this step-by-step video.,/www/img/thumb/27275t1.jpg,,https://video.tv.adobe.com/v/27275t1,,,Video,,,,,,,,,,
tv27276t1,How to Work with a Form Data Model,Experience Manager,Learn how to work with a form data model in this step-by-step video.,/www/img/thumb/27276t1.jpg,,https://video.tv.adobe.com/v/27276t1,,,Video,,,,,,,,,,
ytFl6c4VaavHA,Migrating from DTM to Launch,Core Services,"Learn the key steps to migrate from Adobe's Dynamic Tag Manager (DTM) to Adobe Launch, our next-gen tag management system. Also included: instructions on using the Launch Assessment app, created by Search Discovery, an Adobe partner.",/www/img/thumb/Fl6c4VaavHA.png,,https://youtu.be/Fl6c4VaavHA,,,Video,,,,,,,,,,
mk17,Fundamentals,Marketo,Learn how you can use Marketo's powerful automation to engage with buyers in a meaningful and consistent way across their online experiences and deliver results.,/www/img/thumb/marketo-fundamentals.png,,https://www.marketo.com/education/training/fundamentals/#marketing-automation/learn,,,Video,,,,,,,,,,
tv25423,Advertising in the Experience Era,Advertising Cloud,"Keith Eadie, VP & GM of Adobe Advertising Cloud, covers the state of the advertising industry with a plea for more focus on the consumer as we move into the experience era.  (31:22)",/www/img/thumb/25423.jpg,,https://video.tv.adobe.com/v/25423/?quality=9,,,Video,,,,,,,,,,
ytJGSwj13f9Y0,Adobe Analytics Product Tour,Analytics,Overview of Adobe Analytics (01:48),/www/img/thumb/JGSwj13f9Y0.png,,https://youtu.be/JGSwj13f9Y0,,,Video,,,,,,,,,,
hxexperiencemanagerktindexaem65videos,AEM 6.5 Tutorials and Videos,Experience Manager,"A collection of tutorials and videos highlighting both new and updated capabilities for AEM Sites, Assets, Forms, Screens, and Foundation with the release of AEM 6.5.",/www/img/thumb/aem-65-tutorials.png,,https://helpx.adobe.com/experience-manager/kt/index/aem-6-5-videos.html,,,Tutorial,,,,,,,,,,
lu71,Adobe Target Welcome Kit,Target,"Build your optimization and personalization program on Adobe Target with this Welcome Kit! It includes key information, tools, and resources to help you prepare for and launch your first Adobe Target activity, with short-term quick wins and long-term optimization strategies.",/www/img/thumb/Adobe-Target-Welcome-Kit.png,,https://expleague.azureedge.net/pdf/Adobe-Target-Welcome-Kit.pdf,,,Reference,,,,,,,,,,
tv27270,Control Panel — SFTP Management,Campaign,"Monitor storage, whitelist IP addresses, and add SSH keys for SFTP servers",/www/img/thumb/27183.jpg,,https://video.tv.adobe.com/v/27270/?quality=9,,,Video,,,,,,,,,,
mk18,Email Marketing,Marketo,Engage your audience with personalized emails at scale.,/www/img/thumb/marketo-email.png,,https://www.marketo.com/education/training/email-marketing/#events/learn,,,Video,,,,,,,,,,
tv25426,Truly Realizing Your Data Investment,Advertising Cloud,"Your data is unique to your consumers and proprietary to your brand. So why are you implementing an out-of-the-box data strategy? Join us as we explore different approaches brands have taken with owned 1st and 3rd-party data, and how you can start. (17:20)",/www/img/thumb/25426.jpg,,https://video.tv.adobe.com/v/2542/?quality=9,,,Video,,,,,,,,,,
tv26368,Adobe Experience Manager 6.5 Sites - What's New,Experience Manager,"Don’t miss this sneak peek of what’s upcoming in AEM 6.5 Sites. Get an overview of the main platform changes that you must know, of what AEM has to offer around Headless CMS and Modern Web, as well as the features that will make your implementations more efficient and lean.",/www/img/thumb/26368.jpg,,https://video.tv.adobe.com/v/26368/?quality=9,,,Video,,,,,,,,,,
yt8AwtdatvJS0,Understanding User's Voice Journey,Analytics,"Learn how to understand the customer journey on voice app by looking at flow path and fall out to identify what are the most common actions, the sequence of those actions and when and where users fall out from the journey.",/www/img/thumb/8AwtdatvJS0.png,,https://youtu.be/8AwtdatvJS0,,,Video,,,,,,,,,,
mk9,All About Marketing Automation - What It Is & Why It Works,Marketo,"Hear how you can respond to prospective buyers anywhere and everywhere, at any moment in time with triggered campaigns--from scoring specific actions to prioritizing leads for sales to creating timely emails from website visits.",/www/img/thumb/marketo-automation-webinar.png,,https://www.marketo.com/webinars/all-about-marketing-automation-what-it-is-and-why-it-works/,,,Video,,,,,,,,,,
tv25425,Adobe Advertising Cloud University - The Creative Renaissance,Advertising Cloud,"Advertisements have devolved from visually appealing, emotionally stimulating creatives to annoying, text-based static images. This change is forcing consumers to implement ad blockers and rebel against the ad experience. Join us in this session as we discuss the rebirth of quality creative, and how taking a consumer-first approach means starting with engaging experiences. (30:44)",/www/img/thumb/25425.jpg,,https://video.tv.adobe.com/v/2542/?quality=9,,,Video,,,,,,,,,,
ytNfgyu9owdOQ,Build a Time-Parting Heatmap In Analysis Workspace,Analytics,Learn how to take your time-parting analysis to the next level by creating a heatmap visualization of behaviors.,/www/img/thumb/Nfgyu9owdOQ.png,,https://youtu.be/Nfgyu9owdOQ,,,Video,,,,,,,,,,
hxexperiencemanagerktindexaemtutorials,AEM Tutorials,Experience Manager,"A collection of tutorials focused on best practices developing and integrating AEM with other Adobe products. Learn how to get started developing with AEM, use AEM to build Single Page Applications (SPA), use AEM in a headless environment, integrate AEM with Adobe Launch, Adobe Analytics, and Adobe Target.",/www/img/thumb/aem-tutorials.png,,https://helpx.adobe.com/experience-manager/kt/index/aem-tutorials.html,,,Tutorial,,,,,,,,,,
mk6,What's Coming This Year: Marketo's 2019 Marketing Predictions,Marketo,Watch now to learn about the trends you should be ready for in 2019.,/www/img/thumb/marketo-predictions-2019.png,,https://www.marketo.com/webinars/whats-coming-this-year-marketos-2019-marketing-predictions/,,,Video,,,,,,,,,,
tv25427,Advanced TV,Advertising Cloud,"TV advertisers are demanding better solutions and greater accountability to reach audiences. Advanced TV is now delivering on the promise of more precise targeting and measurable results through automation and data. ** Learn how to evolve your TV strategy to plan, buy and measure TV using software. (53:59)",/www/img/thumb/25427.jpg,,https://video.tv.adobe.com/v/2542/?quality=9,,,Video,,,,,,,,,,
lu58,Creative Operations: Digital Asset Management with Photoshop,Experience Manager,This whitepaper introduces best practices for creative operations to help creative professionals achieve these goals and navigate the challenges of a dynamic world driven by visual content.,/www/img/thumb/aem-assets-creative-guide.png,,https://expleague.azureedge.net/pdf/DAMCreativeGuide-Photoshop-v10.pdf,,,Reference,,,,,,,,,,
hxexperiencemanagerktsitesusinggettingstartedwkndtutorialdevelop,Getting Started with AEM Sites - WKND Tutorial,Experience Manager,A multi-part tutorial designed for developers new to AEM. Walks through the implementation of an AEM site for a fictitious lifestyle brand the WKND.,/www/img/thumb/aem-wknd-tutorial.png,,https://helpx.adobe.com/experience-manager/kt/sites/using/getting-started-wknd-tutorial-develop.html,,,Tutorial,,,,,,,,,,
famessage9568179,First steps with Adobe Campaign Standard,Campaign,Learn how to get started using Campaign Standard.,/www/img/thumb/ac-landing.png,,https://forums.adobe.com/thread/2333841,,,Reference,,,,,,,,,,
mk1,Champion Tips & Tricks With Juli James,Marketo,"Hear best practice advice from Marketo Champion, Juli James: Write down your entire lead process, align with sales, and test your email templates thoroughly.",/www/img/thumb/MqwXpyCD130.png,,https://nation.marketo.com/videos/2467-champion-tips-and-tricks-with-juli-james,,,Video,,,,,,,,,,
tv25428,Future of Advertising,Advertising Cloud,"The advertising technology industry is rapidly changing as is the technology that powers it. As advertisers struggle to keep up with our industry's ""latest hot topic"", we aim to help them understand the impact of each issue on their marketing strategy and objectives. Join us for a candid discussion on the latest trending topics, what they mean for brands and agencies, and how Adobe is addressing each one. (49:46)",/www/img/thumb/25428.jpg,,https://video.tv.adobe.com/v/2542/?quality=9,,,Video,,,,,,,,,,
mk20,Lead and Data Management,Marketo,Implement lead and data management strategies.,/www/img/thumb/marketo-lead-management.png,,https://www.marketo.com/education/training/lead-and-data-management/#marketing-database/learn,,,Video,,,,,,,,,,
tv25424,Ad Tech & Mar Tech,Advertising Cloud,Hear how your peers have leveraged modern tools to bridge the gap between ad tech and mar tech to deliver more meaningful and valuable experience for their customers. (43:31),/www/img/thumb/25424.jpg,,https://video.tv.adobe.com/v/2542/?quality=9,,,Video,,,,,,,,,,
lu68,Adobe Target Activity Planner,Target,Use this Activity Planner worksheet to capture essential details for developing and running an effective testing and personalization activity.,/www/img/thumb/Adobe-Target-Activity-Planner.png,,https://expleague.azureedge.net/pdf/Adobe-Target-Activity-Planner.pdf,,,Reference,,,,,,,,,,
mk2,Basic Lead Nurture Segmentations,Marketo,Learn how to use segmentation to set up your nurture for the right audience.,/www/img/thumb/marketo-segments-ebook.png,,https://www.marketo.com/ebooks/basic-lead-nurture-segmentations/?utm_source=marketo&utm_medium=email&utm_campaign=na,,,Reference,,,,,,,,,,
mk23,Reporting and Analytics,Marketo,Prove--and improve--your impact on the business.,/www/img/thumb/marketo-analytics.png,,https://www.marketo.com/education/training/reporting-and-analytics/#performance-insights/learn,,,Video,,,,,,,,,,
ytm_hmKwbxm4,Cross-Channel Campaign Orchestration,Campaign,"Shows how marketers can easily design, manage, and deliver highly personalized cross-channel experiences for each individual customer using Adobe Campaign.",/www/img/thumb/m-_hmKwbxm4.png,,https://youtu.be/m-_hmKwbxm4,,,Video,,,,,,,,,,
mk5,Marketo Fu: Reporting 101,Marketo,"Walk through basic reporting functionality with peer expert, Joe Reitz.",/www/img/thumb/l5hzBY-VVyg.png,,https://youtu.be/l5hzBY-VVyg,,,Video,,,,,,,,,,
hxexperiencemanager64sitesauthoringusingfirststeps,First Steps for Authors,Experience Manager,This section gives you an overview of the main tasks that you will be using when starting to author content.,/www/img/thumb/aem-authoring.png,,https://helpx.adobe.com/experience-manager/6-5/sites/authoring/using/first-steps.html,,,Reference,,,,,,,,,,
fathread2339970,First steps with Adobe Campaign Classic,Campaign,Learn how to get started using Campaign v6 or v7.,/www/img/thumb/acc-home.png,,https://forums.adobe.com/thread/2339970,,,Reference,,,,,,,,,,
ytxnX1nxMM_R0,"Display Advertising Basics (DSPs, RTB, Ad Exchanges, DMPs)",Advertising Cloud,"20 minute video covering the basics of display advertising and how display advertising is bought and sold, includes an overview of key vendors and concepts like Demand-side Platforms (DSPs), Real-time Bidding (RTB), Ad Exchanges, Data Management Platforms (DMPs), and Ad Servers.",/www/img/thumb/xnX1nxMM_R0.png,,https://youtu.be/xnX1nxMM_R0,,,Video,,,,,,,,,,
ytQgUF3tgZQ5Y,How a DMP can change your business,Audience Manager,Learn how a Data Management Platform can help you as a marketer.,/www/img/thumb/QgUF3tgZQ5Y.png,,https://youtu.be/QgUF3tgZQ5Y,,,Video,,,,,,,,,,
mk4,One Engagement Program or Multiple?,Marketo,Discover some of the things you need to consider before you decide whether or not you need multiple engagement programs.,/www/img/thumb/marketo.png,,https://nation.marketo.com/community/product_and_support/blog/2017/05/04/one-engagement-program-or-multiple?utm_source=marketo&utm_medium=email&utm_campaign=na,,,Reference,,,,,,,,,,
tv22170,Introduction to Adobe Campaign Classic,Campaign,"Learn how to log on to Adobe Campaign Classic by using a client console and a browser, and the basic navigation through the UI.",/www/img/thumb/22170.jpg,,https://video.tv.adobe.com/v/22170/?quality=9,,,Video,,,,,,,,,,
mk25,Cross Channel Marketing,Marketo,Deliver personalized message across channels.,/www/img/thumb/marketo-cross-channel.png,,https://www.marketo.com/education/training/cross-channel-marketing/#seo-and-ppc/learn,,,Video,,,,,,,,,,
mk21,Sales Integration,Marketo,Implement lead and data management strategies.,/www/img/thumb/marketo-sales-integration.png,,https://www.marketo.com/education/training/sales-integration/#mse-for-marketers/learn,,,Video,,,,,,,,,,
mk3,4 Ways Lead Scoring Can Reinforce Your Marketing Strategy and Grow Your Revenue,Marketo,Find out how lead scoring can give you insights into how your marketing strategy is performing.,/www/img/thumb/marketo-lead-blog.png,,https://blog.marketo.com/2016/12/4-ways-lead-scoring-can-reinforce-your-marketing-strategy-and-grow-your-revenue-ebook.html?utm_source=marketo&utm_medium=email&utm_campaign=na,,,Reference,,,,,,,,,,
mk7,Email Deliverability 101: 4 Tips to Inbox Success,Marketo,"Find out four tips to ensure your emails make it to the inbox, despite the ever-evolving email ecosystem.",/www/img/thumb/i8ny5ZDBGJM.png,,https://www.marketo.com/webinars/email-deliverability-101-4-tips-to-inbox-success/,,,Video,,,,,,,,,,
hxsupportcampaignstandard,Campaign Standard Documentation,Campaign,Comprehensive reference guides for Campaign Standard.,/www/img/thumb/acs-documentation.png,,https://helpx.adobe.com/support/campaign/standard.html,,,Reference,,,,,,,,,,
mk22,Creative Assets,Marketo,Manage your creative assets using Design Studio.,/www/img/thumb/marketo-assets.png,,https://www.marketo.com/education/training/creative-assets/#forms/learn,,,Video,,,,,,,,,,
mk24,Instance Management,Marketo,Optimize your Marketo instance for success.,/www/img/thumb/marketo-instance-management.png,,https://www.marketo.com/education/training/instance-management/#best-practices/learn,,,Video,,,,,,,,,,
mk8,Marketo's Secrets to Scalable Demand Generation,Marketo,Curious to see how the Marketo Demand Generation team uses Marketo to scale programs and grow revenue? Watch now.,/www/img/thumb/marketo-scalable-demand-gen.png,,https://www.marketo.com/webinars/marketos-secrets-to-scalable-demand-gen/,,,Video,,,,,,,,,,
hxexperiencemanager64sitesauthoringusingmanagingpages,Creating and Organizing Pages,Experience Manager,This section describes how to create and manage pages with Adobe Experience Manager.,/www/img/thumb/aem-manage-pages.png,,https://helpx.adobe.com/experience-manager/6-5/sites/authoring/using/managing-pages.html,,,Reference,,,,,,,,,,
yttxfiYiFcS9U,Display Advertising with Adobe Advertising Cloud,Advertising Cloud,"Covering Adobe's Programmatic Advertising Cloud: cross-channel programmatic ad buying platform, dynamic creative optimization (DCO), data management platform (DMP) Adobe Audience Manager, integration with Adobe Analytics, and Demand-side Platform.",/www/img/thumb/txfiYiFcS9U.png,,https://youtu.be/txfiYiFcS9U,,,Video,,,,,,,,,,
maaamc_signal_trait_segment,"Signals, Traits, and Segments",Audience Manager,"Describes the components of an Audience Manager segment, the expressions used to set audience qualification criteria, and how data is transmitted in an event call.",/www/img/thumb/aam-traits.png,,https://marketing.adobe.com/resources/help/en_US/aam/c_signal_trait_segment.html,,,Reference,,,,,,,,,,
yt2KUDgu6Mscg,Using the Visual Experience Composer,Target,This Adobe Target training video describes how to use the Visual Experience Composer (VEC) to change the layout and content of a page.,/www/img/thumb/2KUDgu6Mscg.png,,https://youtu.be/2KUDgu6Mscg,,,Video,,,,,,,,,,
tv18469,Getting Started with the UI in Adobe Campaign Standard,Campaign,Learn the basics of the web interface.,/www/img/thumb/ac-activities.png,,https://video.tv.adobe.com/v/18469/?quality=9,,,Video,,,,,,,,,,
tv18487,Workflow Interface I in Adobe Campaign Classic,Campaign,Learn how to navigate the workflow interface and control execution to filter recipients in Adobe Campaign Classic.,/www/img/thumb/18487.jpg,,https://video.tv.adobe.com/v/18487/?quality=9,,,Video,,,,,,,,,,
hxexperiencemanager64sitesadministeringusingrichtexteditor,Configuring the Rich Text Editor,Experience Manager,The Rich Text Editor (RTE) provides authors with a wide range of functionality for editing their text content.,/www/img/thumb/aem-ui.png,,https://helpx.adobe.com/experience-manager/6-5/sites/administering/using/rich-text-editor.html,,,Reference,,,,,,,,,,
ytINFKqEkDY8U.png,Dynamic Creative Optimization (DCO) & Programmatic Display Advertising Overview,Advertising Cloud,"12 minute overview on Dynamic Creative Optimization (DCO) and programmatic display advertising, what it is and how it works with a data feed.",/www/img/thumb/INFKqEkDY8U.png,,https://youtu.be/INFKqEkDY8U,,,Video,,,,,,,,,,
hxcampaignstandardstartusingcampaignorchestration,Campaign orchestration,Campaign,"Adobe Campaign offers a platform for managing campaigns which allows you to control the entire process of creating, executing, and tracking cross channel campaigns.",/www/img/thumb/ac-workflow.png,,https://helpx.adobe.com/campaign/standard/start/using/campaign-orchestration.html,,,Reference,,,,,,,,,,
hxcampaignstandardchannelsusingcreatinganemail,Creating an email,Campaign,"You can create an email from a campaign, from the Adobe Campaign home page, or in the marketing activity list. You can also create single-send and recurring emails from a workflow.",/www/img/thumb/ac-create-email.png,,https://helpx.adobe.com/campaign/standard/channels/using/creating-an-email.html,,,Reference,,,,,,,,,,
maaamaddressableaudiences,Addressable Audiences,Audience Manager,An overview of the Addressable Audience feature and use cases.,/www/img/thumb/aam-audience.png,,https://marketing.adobe.com/resources/help/en_US/aam/addressable-audiences.html,,,Reference,,,,,,,,,,
ytJG0dbWDAvtk,Creating A/B/N Tests,Target,Create an A/B activity inside of Adobe Target and learn about manual and automatic traffic allocation.,/www/img/thumb/JG0dbWDAvtk.png,,https://youtu.be/JG0dbWDAvtk,,,Video,,,,,,,,,,
hxcampaignktaccusingacccreatingalistofrecipientsfeaturevideouse,Creating a list of recipients,Campaign,A list is a static set of recipients that can be targeted in delivery actions or updated during import operations or during workflow execution. A list of recipients is also referred to as audience.,/www/img/thumb/25602.jpg,,https://helpx.adobe.com/campaign/kt/acc/using/acc-creating-a-list-of-recipients-feature-video-use.html,,,Video,,,,,,,,,,
hxexperiencemanagertutorials,Adobe Experience Manager Tutorials,Experience Manager,"Learn the basics, or refine your skills with AEM tutorials.",/www/img/thumb/aem-tutorials.png,,https://helpx.adobe.com/experience-manager/tutorials.html,,,Video,,,,,,,,,,
ytIRIMeC71qI,Adobe Advertising Cloud for Retail Overview,Advertising Cloud,15-Minute Overview of Adobe Advertising Cloud for Retail Advertisers. Includes Retail advertiser challenges and how the Adobe Advertising Cloud solves for them.,/www/img/thumb/I-RIMeC71qI.png,,https://youtu.be/I-RIMeC71qI,,,Video,,,,,,,,,,
ytwV9lVTSOxMk,Creating Audiences in Adobe Target,Target,Learn how to create audiences.,/www/img/thumb/wV9lVTSOxMk.png,,https://youtu.be/wV9lVTSOxMk,,,Video,,,,,,,,,,
ytcjUSxRXbKc4,Adobe Audience Manager & Device Co-op,Audience Manager,Adobe Audience Manager is a data management platform that can be used to create profiles of audience segments. These profiles can then be used for targeted ad campaigns.,/www/img/thumb/cjUSxRXbKc4.png,,https://youtu.be/cjUSxRXbKc4,,,Video,,,,,,,,,,
hxcampaignktaccusingacccreatingaworkflowinacampaignvideo,Creating a workflow ,Campaign,This video explains how to create a workflow in Adobe Campaign Classic.,/www/img/thumb/25559.jpg,,https://helpx.adobe.com/campaign/kt/acc/using/acc-creating-a-workflow-in-a-campaign-video.html,,,Reference,,,,,,,,,,
hxcampaignstandardstartusinghowtovideos,Adobe Campaign How-to Videos,Campaign,Discover Adobe Campaign's main features.,/www/img/thumb/ac-how-to-video-site.png,,https://helpx.adobe.com/campaign/standard/start/using/how-to-videos.html,,,Video,,,,,,,,,,
yt4KQ7YgL3rk,Adobe Experience Manager 101 Overview,Experience Manager,"An overview of Adobe Experience Manager, focusing on AEM Sites and AEM Assets.",/www/img/thumb/4KQ7-YgL3rk.png,,https://youtu.be/4KQ7-YgL3rk,,,Video,,,,,,,,,,
tv17386,Activity Types,Target,Overview of Activity Types in Adobe Target,/www/img/thumb/17386.jpg,,https://video.tv.adobe.com/v/17386/?quality=9,,,Video,,,,,,,,,,
tv21377,Creating Direct Mail Deliveries in Adobe Campaign Classic,Campaign,Get an overview of the direct mail delivery feature and how to perform basic tasks to optimize the delivery process.,/www/img/thumb/21377.jpg,,https://video.tv.adobe.com/v/21377/?quality=9,,,Video,,,,,,,,,,
ytV2pjx53JCWY,Introduction to AEM Assets,Experience Manager,"Walkthrough of key features of Adobe Experience Manager Assets, the digital asset management component of the Adobe Experience Cloud.",/www/img/thumb/V2pjx53JCWY.png,,https://youtu.be/V2pjx53JCWY,,,Video,,,,,,,,,,
hxtargetktindextargetvideos,How to Videos for Adobe Target,Target,A collection of how-to videos highlighting the capabilities of Adobe Target,/www/img/thumb/at-kt-videos.png,,https://helpx.adobe.com/target/kt/index/target-videos.html,,,Reference,,,,,,,,,,
tv18430,Adobe Campaign Reporting Overview,Campaign,Learn how to create reports using Adobe Campaign Classic. ,/www/img/thumb/18430.jpg,,https://video.tv.adobe.com/v/18430/?quality=9,,,Video,,,,,,,,,,
tv18839,Creating a Report in Adobe Campaign Classic,Campaign,Learn how to create a report in Adobe Campaign Classic,/www/img/thumb/18839.jpg,,https://video.tv.adobe.com/v/18839/?quality=9,,,Video,,,,,,,,,,
hxtargettutorials,Adobe Target Tutorials,Target,Learn the basics or refine your skills with Adobe Target tutorials.,/www/img/thumb/at-tutorials.png,,https://helpx.adobe.com/target/tutorials.html,,,Video,,,,,,,,,,
